day_id,user_id,event_id,resource,routine,assistance,outcome,duration_min,profile
D007,U-0296,2356,biceps_curl,pull,False,completed,13.582,intense
D007,U-0290,2357,shoulder_press,upper,False,completed,10.095,intense
D007,U-0303,2359,leg_press,full_body,False,completed,6.986,flexible
D007,U-0305,2367,leg_curl,full_body,True,completed,9.085,flexible
D007,U-0306,2374,cable,push,False,completed,7.561,standard
D007,U-0317,2379,leg_press,legs,False,completed,10.332,flexible
D007,U-0313,2380,chest_press,full_body,False,completed,4.683,standard
D007,U-0297,2382,chest_press,push,False,completed,11.108,intense
D007,U-0293,2383,shoulder_press,upper,False,completed,11.385,intense
D007,U-0309,2390,lat_pulldown,full_body,False,completed,12.293,standard
D007,U-0321,2391,seated_row,pull,False,completed,16.145,intense
D007,U-0308,2398,biceps_curl,pull,True,completed,5.669,standard
D007,U-0296,2400,cable,pull,False,completed,7.058,intense
D007,U-0324,2407,chest_fly,push,False,completed,4.873,flexible
D007,U-0305,2410,shoulder_press,full_body,False,completed,7.9,flexible
D007,U-0300,2411,biceps_curl,pull,False,completed,7.947,intense
D007,U-0323,2414,seated_row,pull,False,completed,13.894,intense
D007,U-0311,2416,lat_pulldown,pull,False,completed,9.839,intense
D007,U-0310,2419,cable,full_body,False,completed,5.133,flexible
D007,U-0316,2423,lat_pulldown,upper,True,completed,7.228,standard
D007,U-0303,2425,chest_press,full_body,False,completed,6.908,flexible
D007,U-0309,2428,leg_press,full_body,False,completed,8.242,standard
D007,U-0304,2432,leg_extension,full_body,False,completed,6.243,standard
D007,U-0314,2434,biceps_curl,pull,False,completed,8.028,standard
D007,U-0319,2435,chest_press,push,False,completed,9.867,intense
D007,U-0317,2436,leg_curl,legs,False,completed,7.562,flexible
D007,U-0297,2442,shoulder_press,push,False,completed,10.283,intense
D007,U-0324,2443,shoulder_press,push,False,completed,8.672,flexible
D007,U-0326,2445,biceps_curl,upper,False,completed,5.196,flexible
D007,U-0290,2447,seated_row,upper,False,completed,13.745,intense
D007,U-0325,2449,lat_pulldown,upper,False,completed,10.233,standard
D007,U-0316,2450,chest_fly,upper,False,completed,3.109,standard
D007,U-0330,2454,lat_pulldown,pull,False,completed,13.59,standard
D007,U-0311,2458,biceps_curl,pull,False,completed,7.86,intense
D007,U-0304,2462,chest_press,full_body,False,completed,11.774,standard
D007,U-0337,2470,leg_press,legs,True,completed,10.552,standard
D007,U-0320,2471,chest_press,upper,False,completed,12.029,intense
D007,U-0316,2476,seated_row,upper,True,completed,6.925,standard
D007,U-0327,2478,leg_press,legs,False,completed,19.822,intense
D007,U-0310,2479,lat_pulldown,full_body,False,completed,8.524,flexible
D007,U-0325,2484,shoulder_press,upper,False,completed,8.703,standard
D007,U-0318,2486,biceps_curl,upper,False,completed,6.353,standard
D007,U-0326,2489,cable,upper,False,completed,10.36,flexible
D007,U-0328,2491,shoulder_press,push,False,completed,6.714,standard
D007,U-0297,2495,chest_fly,push,False,completed,7.072,intense
D007,U-0323,2496,lat_pulldown,pull,False,completed,9.836,intense
D007,U-0330,2497,seated_row,pull,False,completed,5.474,standard
D007,U-0322,2504,chest_press,upper,False,completed,17.258,intense
D007,U-0309,2509,chest_press,full_body,False,completed,5.661,standard
D007,U-0319,2511,shoulder_press,push,False,completed,13.814,intense
D007,U-0313,2522,seated_row,full_body,False,completed,8.419,standard
D007,U-0324,2523,cable,push,True,completed,8.076,flexible
D007,U-0321,2528,lat_pulldown,pull,False,completed,15.993,intense
D007,U-0325,2531,seated_row,upper,False,completed,9.443,standard
D007,U-0323,2535,biceps_curl,pull,False,completed,9.577,intense
D007,U-0338,2537,leg_press,legs,False,completed,21.016,intense
D007,U-0337,2538,leg_extension,legs,False,completed,6.815,standard
D007,U-0342,2539,shoulder_press,full_body,True,completed,8.047,flexible
D007,U-0330,2540,biceps_curl,pull,False,completed,6.371,standard
D007,U-0339,2542,chest_press,push,False,completed,9.428,intense
D007,U-0318,2544,chest_press,upper,False,completed,7.455,standard
D007,U-0320,2552,shoulder_press,upper,False,completed,8.816,intense
D007,U-0344,2554,leg_extension,legs,False,completed,9.484,standard
D007,U-0326,2556,seated_row,upper,False,completed,11.86,flexible
D007,U-0319,2557,chest_fly,push,False,completed,11.441,intense
D007,U-0342,2560,cable,full_body,False,completed,8.339,flexible
D007,U-0332,2561,lat_pulldown,upper,True,completed,10.339,standard
D007,U-0337,2564,leg_curl,legs,False,completed,8.527,standard
D007,U-0340,2565,seated_row,full_body,False,completed,6.194,standard
D007,U-0349,2566,biceps_curl,upper,False,completed,4.786,flexible
D007,U-0327,2568,leg_curl,legs,False,completed,9.525,intense
D007,U-0328,2570,chest_press,push,False,completed,6.235,standard
D007,U-0353,2574,seated_row,pull,False,completed,15.568,intense
D007,U-0326,2576,shoulder_press,upper,False,completed,5.49,flexible
D007,U-0356,2577,leg_press,legs,False,completed,13.308,intense
D007,U-0343,2580,chest_press,upper,False,completed,14.933,intense
D007,U-0350,2583,biceps_curl,upper,False,completed,3.021,express
D007,U-0341,2590,leg_press,legs,False,completed,12.618,intense
D007,U-0360,2593,lat_pulldown,pull,False,completed,6.728,standard
D007,U-0318,2594,seated_row,upper,False,completed,5.271,standard
D007,U-0354,2595,lat_pulldown,full_body,False,completed,4.266,express
D007,U-0321,2599,biceps_curl,pull,False,completed,9.504,intense
D007,U-0354,2606,leg_extension,full_body,False,completed,3.183,express
D007,U-0328,2607,chest_fly,push,False,completed,3.511,standard
D007,U-0344,2608,leg_curl,legs,False,completed,5.196,standard
D007,U-0322,2609,shoulder_press,upper,False,completed,12.552,intense
D007,U-0332,2610,shoulder_press,upper,False,completed,7.748,standard
D007,U-0364,2615,chest_press,upper,False,completed,15.372,intense
D007,U-0342,2620,lat_pulldown,full_body,False,completed,8.789,flexible
D007,U-0327,2621,leg_extension,legs,False,completed,7.03,intense
D007,U-0349,2625,seated_row,upper,True,completed,7.555,flexible
D007,U-0353,2626,lat_pulldown,pull,False,completed,9.642,intense
D007,U-0366,2630,leg_curl,full_body,False,completed,7.2,flexible
D007,U-0369,2632,biceps_curl,pull,False,completed,4.635,flexible
D007,U-0365,2635,leg_extension,legs,False,completed,4.548,express
D007,U-0354,2636,leg_press,full_body,False,completed,4.85,express
D007,U-0363,2639,seated_row,full_body,False,completed,6.748,flexible
D007,U-0321,2645,cable,pull,False,completed,8.702,intense
D007,U-0338,2646,leg_curl,legs,False,completed,13.918,intense
D007,U-0347,2648,chest_press,push,False,completed,8.95,intense
D007,U-0371,2655,cable,legs,True,completed,4.664,flexible
D007,U-0318,2656,shoulder_press,upper,False,completed,11.436,standard
D007,U-0356,2658,leg_curl,legs,False,completed,8.806,intense
D007,U-0342,2659,chest_fly,full_body,False,completed,6.628,flexible
D007,U-0360,2660,biceps_curl,pull,False,completed,7.164,standard
D007,U-0369,2661,lat_pulldown,pull,False,completed,10.897,flexible
D007,U-0344,2662,leg_press,legs,False,completed,9.73,standard
D007,U-0332,2671,seated_row,upper,False,completed,6.729,standard
D007,U-0339,2673,shoulder_press,push,False,completed,8.499,intense
D007,U-0372,2675,chest_press,push,False,completed,6.943,flexible
D007,U-0322,2679,seated_row,upper,False,completed,9.843,intense
D007,U-0379,2686,chest_press,upper,False,completed,4.368,express
D007,U-0378,2687,leg_extension,legs,False,completed,7.813,flexible
D007,U-0366,2688,shoulder_press,full_body,False,completed,7.303,flexible
D007,U-0371,2691,leg_extension,legs,False,completed,3.953,flexible
D007,U-0353,2695,biceps_curl,pull,False,completed,11.249,intense
D007,U-0370,2696,leg_press,legs,False,completed,19.499,intense
D007,U-0361,2698,chest_fly,push,False,completed,6.381,standard
D007,U-0380,2702,chest_press,push,False,completed,4.314,standard
D007,U-0372,2706,cable,push,False,completed,6.42,flexible
D007,U-0363,2707,lat_pulldown,full_body,True,completed,7.588,flexible
D007,U-0327,2710,cable,legs,False,completed,17.859,intense
D007,U-0341,2712,leg_curl,legs,False,completed,11.394,intense
D007,U-0379,2716,lat_pulldown,upper,True,completed,4.119,express
D007,U-0343,2718,shoulder_press,upper,False,completed,8.834,intense
D007,U-0378,2722,leg_curl,legs,False,completed,8.086,flexible
D007,U-0342,2723,leg_press,full_body,False,completed,7.633,flexible
D007,U-0364,2726,shoulder_press,upper,False,completed,10.216,intense
D007,U-0381,2729,chest_press,push,False,completed,10.338,intense
D007,U-0338,2730,leg_extension,legs,False,completed,10.81,intense
D007,U-0349,2732,chest_fly,upper,False,completed,7.675,flexible
D007,U-0361,2733,chest_press,push,False,completed,10.797,standard
D007,U-0353,2739,cable,pull,False,completed,11.199,intense
D007,U-0356,2746,leg_extension,legs,False,completed,9.21,intense
D007,U-0382,2749,leg_press,full_body,True,completed,18.092,intense
D007,U-0370,2754,leg_curl,legs,False,completed,10.087,intense
D007,U-0383,2756,seated_row,full_body,False,completed,3.986,flexible
D007,U-0366,2758,seated_row,full_body,False,completed,8.504,flexible
D007,U-0371,2767,leg_curl,legs,False,completed,7.979,flexible
D007,U-0341,2769,leg_extension,legs,False,completed,6.942,intense
D007,U-0339,2772,chest_fly,push,False,completed,10.106,intense
D007,U-0391,2774,leg_press,legs,False,completed,11.629,standard
D007,U-0347,2775,shoulder_press,push,False,completed,14.457,intense
D007,U-0363,2776,shoulder_press,full_body,False,completed,8.271,flexible
D007,U-0364,2782,lat_pulldown,upper,True,completed,8.929,intense
D007,U-0343,2787,lat_pulldown,upper,False,completed,12.344,intense
D007,U-0384,2788,seated_row,full_body,False,completed,4.793,express
D007,U-0369,2789,seated_row,pull,False,completed,12.438,flexible
D007,U-0393,2796,leg_curl,legs,False,completed,5.917,flexible
D007,U-0390,2797,leg_extension,legs,False,completed,7.591,flexible
D007,U-0389,2804,biceps_curl,upper,False,completed,3.519,express
D007,U-0380,2807,chest_fly,push,False,completed,8.084,standard
D007,U-0360,2813,seated_row,pull,False,completed,5.568,standard
D007,U-0383,2816,chest_press,full_body,True,completed,10.014,flexible
D007,U-0382,2817,chest_press,full_body,False,completed,10.165,intense
D007,U-0381,2818,shoulder_press,push,False,completed,17.332,intense
D007,U-0385,2821,lat_pulldown,upper,False,completed,7.865,standard
D007,U-0361,2822,shoulder_press,push,True,completed,10.313,standard
D007,U-0395,2823,seated_row,full_body,False,completed,9.075,flexible
D007,U-0369,2824,cable,pull,False,completed,8.732,flexible
D007,U-0384,2825,leg_press,full_body,False,completed,5.707,express
D007,U-0390,2826,leg_curl,legs,False,completed,5.358,flexible
D007,U-0391,2827,leg_extension,legs,False,completed,6.105,standard
D007,U-0370,2829,leg_extension,legs,False,completed,13.668,intense
D007,U-0378,2834,cable,legs,True,completed,8.599,flexible
D007,U-0383,2835,leg_curl,full_body,False,completed,7.813,flexible
D007,U-0399,2844,chest_press,upper,False,completed,4.292,express
D007,U-0394,2847,leg_extension,legs,False,completed,7.723,standard
D007,U-0364,2849,seated_row,upper,False,completed,9.761,intense
D007,U-0366,2854,leg_press,full_body,True,completed,11.386,flexible
D007,U-0393,2857,leg_extension,legs,False,completed,4.929,flexible
D007,U-0360,2859,cable,pull,False,completed,9.392,standard
D007,U-0402,2860,biceps_curl,full_body,False,completed,4.821,flexible
D007,U-0380,2861,shoulder_press,push,True,completed,5.561,standard
D007,U-0400,2862,chest_press,push,False,completed,3.926,express
D007,U-0378,2863,leg_press,legs,False,completed,8.886,flexible
D007,U-0395,2864,lat_pulldown,full_body,False,completed,11.489,flexible
D007,U-0384,2866,leg_curl,full_body,False,completed,3.684,express
D007,U-0382,2868,lat_pulldown,full_body,False,completed,19.596,intense
D007,U-0399,2869,seated_row,upper,False,completed,4.893,express
D007,U-0383,2871,cable,full_body,False,completed,8.264,flexible
D007,U-0381,2872,chest_fly,push,False,completed,5.057,intense
D007,U-0394,2873,leg_curl,legs,False,completed,8.084,standard
D007,U-0401,2874,chest_press,push,False,completed,12.645,intense
D007,U-0391,2875,leg_curl,legs,False,completed,8.281,standard
D007,U-0402,2878,leg_extension,full_body,False,completed,6.595,flexible
D007,U-0398,2879,leg_press,legs,False,completed,10.997,intense
D007,U-0385,2882,seated_row,upper,False,completed,8.782,standard
D007,U-0399,2884,biceps_curl,upper,False,completed,4.329,express
D007,U-0390,2885,leg_press,legs,False,completed,15.565,flexible
D007,U-0395,2888,shoulder_press,full_body,False,completed,6.338,flexible
D007,U-0400,2892,shoulder_press,push,False,completed,4.312,express
D007,U-0364,2893,cable,upper,False,completed,13.687,intense
D007,U-0399,2895,shoulder_press,upper,False,completed,3.869,express
D007,U-0382,2897,leg_curl,full_body,False,completed,12.693,intense
D007,U-0401,2898,shoulder_press,push,False,completed,10.128,intense
D007,U-0381,2900,cable,push,False,completed,11.099,intense
D007,U-0394,2901,leg_press,legs,False,completed,12.576,standard
D007,U-0385,2904,chest_press,upper,False,completed,6.858,standard
D007,U-0395,2908,leg_press,full_body,False,completed,12.857,flexible
D007,U-0398,2909,leg_curl,legs,False,completed,11.825,intense
D007,U-0402,2913,leg_press,full_body,False,completed,14.745,flexible
D007,U-0385,2916,shoulder_press,upper,False,completed,5.27,standard
D007,U-0401,2918,chest_fly,push,False,completed,7.318,intense
D007,U-0398,2921,leg_extension,legs,False,completed,7.826,intense
D007,U-0402,2922,chest_press,full_body,False,completed,8.479,flexible
D007,U-0402,2925,cable,full_body,False,completed,6.618,flexible
D008,U-0001,5,chest_press,push,False,completed,7.925,standard
D008,U-0002,8,chest_press,push,False,completed,7.052,standard
D008,U-0005,13,shoulder_press,upper,False,completed,14.95,intense
D008,U-0003,14,chest_press,push,False,completed,9.81,standard
D008,U-0001,15,shoulder_press,push,False,completed,7.34,standard
D008,U-0006,18,biceps_curl,pull,False,completed,5.855,flexible
D008,U-0002,19,chest_fly,push,False,completed,5.516,standard
D008,U-0007,23,chest_press,push,False,completed,5.085,express
D008,U-0006,24,seated_row,pull,False,completed,8.019,flexible
D008,U-0003,29,shoulder_press,push,False,completed,5.295,standard
D008,U-0001,30,chest_fly,push,False,completed,7.077,standard
D008,U-0008,34,chest_press,upper,False,completed,13.449,intense
D008,U-0002,35,shoulder_press,push,False,completed,8.815,standard
D008,U-0009,36,leg_extension,legs,False,completed,8.693,flexible
D008,U-0004,38,chest_fly,push,False,completed,7.77,standard
D008,U-0010,39,chest_press,push,False,completed,8.887,intense
D008,U-0006,41,lat_pulldown,pull,False,completed,8.014,flexible
D008,U-0009,47,leg_press,legs,False,completed,8.603,flexible
D008,U-0011,49,biceps_curl,upper,False,completed,7.477,flexible
D008,U-0012,52,biceps_curl,upper,False,completed,5.522,flexible
D008,U-0005,53,chest_fly,upper,False,completed,6.213,intense
D008,U-0004,54,cable,push,False,completed,11.806,standard
D008,U-0008,57,shoulder_press,upper,False,completed,12.216,intense
D008,U-0010,61,shoulder_press,push,True,completed,16.037,intense
D008,U-0011,63,seated_row,upper,False,completed,11.855,flexible
D008,U-0003,65,chest_fly,push,False,completed,6.921,standard
D008,U-0012,67,chest_press,upper,False,completed,6.175,flexible
D008,U-0013,68,biceps_curl,upper,False,completed,4.826,flexible
D008,U-0014,69,leg_press,full_body,False,completed,7.276,intense
D008,U-0005,70,lat_pulldown,upper,False,completed,11.175,intense
D008,U-0004,77,chest_press,push,False,completed,8.651,standard
D008,U-0009,79,leg_curl,legs,False,completed,5.454,flexible
D008,U-0015,85,leg_extension,full_body,True,completed,9.909,intense
D008,U-0016,86,leg_press,full_body,False,completed,9.971,flexible
D008,U-0008,88,lat_pulldown,upper,False,completed,13.553,intense
D008,U-0017,92,chest_press,upper,False,completed,8.557,standard
D008,U-0013,95,seated_row,upper,False,completed,3.335,flexible
D008,U-0011,96,chest_press,upper,False,completed,5.042,flexible
D008,U-0012,101,shoulder_press,upper,False,completed,6.722,flexible
D008,U-0004,103,shoulder_press,push,True,completed,9.269,standard
D008,U-0010,106,chest_fly,push,False,completed,8.791,intense
D008,U-0005,112,seated_row,upper,True,completed,12.379,intense
D008,U-0019,113,leg_press,full_body,False,completed_failed,12.145,intense
D008,U-0016,114,leg_extension,full_body,False,completed,7.371,flexible
D008,U-0018,116,seated_row,pull,False,completed,9.916,intense
D008,U-0013,120,chest_press,upper,False,completed,11.345,flexible
D008,U-0020,123,chest_press,upper,True,completed,8.804,standard
D008,U-0014,125,shoulder_press,full_body,False,completed,11.031,intense
D008,U-0021,127,chest_fly,full_body,False,completed,3.401,standard
D008,U-0017,129,seated_row,upper,False,completed,8.025,standard
D008,U-0011,130,shoulder_press,upper,True,completed,5.49,flexible
D008,U-0016,131,lat_pulldown,full_body,False,completed,10.047,flexible
D008,U-0022,139,chest_press,push,True,completed,8.673,intense
D008,U-0019,142,chest_press,full_body,False,completed,10.473,intense
D008,U-0013,143,shoulder_press,upper,False,completed,8.261,flexible
D008,U-0008,145,seated_row,upper,False,completed,10.334,intense
D008,U-0018,146,lat_pulldown,pull,False,completed,10.654,intense
D008,U-0015,147,shoulder_press,full_body,False,completed,11.066,intense
D008,U-0021,148,lat_pulldown,full_body,False,completed,9.175,standard
D008,U-0020,149,seated_row,upper,False,completed,5.905,standard
D008,U-0024,151,chest_press,push,False,completed,7.146,intense
D008,U-0022,152,shoulder_press,push,False,completed,10.375,intense
D008,U-0014,155,lat_pulldown,full_body,False,completed,9.424,intense
D008,U-0021,159,chest_press,full_body,False,completed,8.745,standard
D008,U-0019,164,lat_pulldown,full_body,False,completed,8.82,intense
D008,U-0017,165,shoulder_press,upper,False,completed,8.321,standard
D008,U-0018,167,biceps_curl,pull,False,completed,9.281,intense
D008,U-0025,169,leg_press,legs,False,completed,6.434,standard
D008,U-0015,171,seated_row,full_body,False,completed,7.999,intense
D008,U-0008,172,cable,upper,False,completed,20.864,intense
D008,U-0022,174,chest_fly,push,False,completed,9.165,intense
D008,U-0026,179,leg_extension,full_body,False,completed,3.946,flexible
D008,U-0014,182,biceps_curl,full_body,False,completed,8.33,intense
D008,U-0027,183,chest_press,push,False,completed,10.472,standard
D008,U-0023,184,chest_press,push,False,completed,14.894,intense
D008,U-0024,185,shoulder_press,push,False,completed,9.037,intense
D008,U-0019,186,leg_extension,full_body,False,completed,14.837,intense
D008,U-0020,190,biceps_curl,upper,False,completed,5.418,standard
D008,U-0028,195,leg_press,legs,False,completed,19.424,intense
D008,U-0022,196,cable,push,False,completed,16.112,intense
D008,U-0026,200,seated_row,full_body,True,completed,8.069,flexible
D008,U-0027,202,shoulder_press,push,False,completed,5.971,standard
D008,U-0014,203,cable,full_body,False,completed,11.966,intense
D008,U-0017,204,biceps_curl,upper,False,completed,5.929,standard
D008,U-0030,206,chest_press,upper,False,completed,10.029,intense
D008,U-0015,207,leg_press,full_body,False,completed,18.705,intense
D008,U-0024,208,chest_fly,push,False,completed,6.86,intense
D008,U-0029,209,chest_press,push,False,completed,5.65,standard
D008,U-0023,210,shoulder_press,push,False,completed,12.451,intense
D008,U-0025,213,leg_curl,legs,False,completed,8.502,standard
D008,U-0026,214,lat_pulldown,full_body,False,completed,5.489,flexible
D008,U-0028,219,leg_curl,legs,False,completed,13.213,intense
D008,U-0020,222,shoulder_press,upper,False,completed,8.128,standard
D008,U-0017,223,cable,upper,False,completed,7.035,standard
D008,U-0023,225,chest_fly,push,False,completed,5.488,intense
D008,U-0031,227,chest_press,push,False,completed,4.733,express
D008,U-0029,228,shoulder_press,push,False,completed,5.356,standard
D008,U-0015,231,cable,full_body,False,completed,13.895,intense
D008,U-0032,232,leg_extension,legs,False,completed,7.88,flexible
D008,U-0025,234,leg_extension,legs,False,completed,6.965,standard
D008,U-0033,238,chest_press,push,False,completed,3.312,standard
D008,U-0030,243,shoulder_press,upper,False,completed,6.262,intense
D008,U-0027,245,chest_fly,push,False,completed,3.894,standard
D008,U-0020,247,cable,upper,False,completed,4.555,standard
D008,U-0034,251,leg_curl,full_body,False,completed,6.911,flexible
D008,U-0032,252,leg_press,legs,True,completed,11.815,flexible
D008,U-0026,256,shoulder_press,full_body,True,completed,7.507,flexible
D008,U-0035,259,seated_row,upper,False,completed,11.947,flexible
D008,U-0036,263,seated_row,pull,False,completed,19.555,intense
D008,U-0028,264,leg_extension,legs,False,completed,10.091,intense
D008,U-0038,265,lat_pulldown,pull,False,completed,4.166,express
D008,U-0037,266,leg_press,legs,False,completed,14.005,intense
D008,U-0034,268,lat_pulldown,full_body,False,completed,6.594,flexible
D008,U-0029,276,chest_fly,push,False,completed,5.765,standard
D008,U-0038,280,biceps_curl,pull,False,completed,3.825,express
D008,U-0042,282,chest_press,push,False,completed,8.328,standard
D008,U-0035,283,lat_pulldown,upper,False,completed,8.757,flexible
D008,U-0039,287,leg_press,full_body,False,completed,14.513,standard
D008,U-0030,289,seated_row,upper,False,completed,11.097,intense
D008,U-0033,290,shoulder_press,push,False,completed,10.54,standard
D008,U-0032,291,leg_curl,legs,False,completed,9.212,flexible
D008,U-0044,295,chest_press,push,False,completed,14.52,intense
D008,U-0038,296,seated_row,pull,False,completed,4.729,express
D008,U-0042,298,shoulder_press,push,False,completed,12.681,standard
D008,U-0033,299,chest_fly,push,False,completed,8.085,standard
D008,U-0037,300,leg_curl,legs,False,completed,15.455,intense
D008,U-0032,301,cable,legs,False,completed,4.771,flexible
D008,U-0040,304,leg_press,legs,False,completed,14.654,intense
D008,U-0045,305,leg_press,full_body,False,completed,11.504,standard
D008,U-0043,306,chest_press,full_body,False,completed,8.092,standard
D008,U-0039,308,chest_fly,full_body,False,completed,4.79,standard
D008,U-0034,312,seated_row,full_body,True,completed,8.008,flexible
D008,U-0030,314,biceps_curl,upper,False,completed,5.855,intense
D008,U-0036,315,lat_pulldown,pull,False,completed,8.668,intense
D008,U-0044,317,shoulder_press,push,False,completed,6.57,intense
D008,U-0043,318,lat_pulldown,full_body,False,completed,9.552,standard
D008,U-0035,321,shoulder_press,upper,False,completed,11.694,flexible
D008,U-0045,323,chest_press,full_body,False,completed,12.113,standard
D008,U-0046,324,chest_press,upper,False,completed,3.661,express
D008,U-0037,326,leg_extension,legs,False,completed,8.387,intense
D008,U-0042,327,chest_fly,push,False,completed,6.98,standard
D008,U-0039,329,biceps_curl,full_body,False,completed,5.393,standard
D008,U-0041,330,leg_press,legs,False,completed,11.537,intense
D008,U-0040,331,leg_curl,legs,False,completed,8.246,intense
D008,U-0046,336,lat_pulldown,upper,False,completed,3.575,express
D008,U-0043,337,leg_curl,full_body,False,completed,4.906,standard
D008,U-0034,338,shoulder_press,full_body,False,completed,3.688,flexible
D008,U-0047,340,chest_press,push,False,completed,10.952,intense
D008,U-0035,343,chest_fly,upper,True,completed,7.568,flexible
D008,U-0045,345,lat_pulldown,full_body,False,completed,7.743,standard
D008,U-0037,347,cable,legs,False,completed,17.529,intense
D008,U-0046,350,seated_row,upper,False,completed,3.766,express
D008,U-0036,353,biceps_curl,pull,False,completed,6.387,intense
D008,U-0040,354,leg_extension,legs,False,completed,13.638,intense
D008,U-0044,355,chest_fly,push,False,completed,6.486,intense
D008,U-0039,357,leg_curl,full_body,False,completed,6.488,standard
D008,U-0043,360,cable,full_body,True,completed,8.007,standard
D008,U-0046,361,shoulder_press,upper,False,completed,4.572,express
D008,U-0045,366,leg_extension,full_body,False,completed,5.194,standard
D008,U-0048,367,chest_press,push,False,completed,4.273,express
D008,U-0049,368,leg_curl,legs,False,completed,8.677,flexible
D008,U-0047,373,shoulder_press,push,False,completed,14.968,intense
D008,U-0050,376,biceps_curl,upper,False,completed,3.207,flexible
D008,U-0048,380,chest_fly,push,False,completed,3.229,express
D008,U-0040,381,cable,legs,False,completed,9.224,intense
D008,U-0051,382,shoulder_press,upper,False,completed,5.946,intense
D008,U-0043,386,leg_press,full_body,True,completed,6.785,standard
D008,U-0050,387,seated_row,upper,False,completed,6.108,flexible
D008,U-0041,391,leg_curl,legs,False,completed,13.204,intense
D008,U-0048,408,shoulder_press,push,True,completed,3.882,express
D008,U-0049,409,leg_press,legs,False,completed,9.237,flexible
D008,U-0047,410,chest_fly,push,False,completed,9.158,intense
D008,U-0054,414,lat_pulldown,pull,False,completed,4.731,express
D008,U-0050,415,cable,upper,False,completed,7.185,flexible
D008,U-0052,418,biceps_curl,pull,True,completed,6.268,flexible
D008,U-0053,422,chest_press,upper,True,completed,6.539,standard
D008,U-0056,423,chest_press,push,False,completed,12.569,intense
D008,U-0055,430,leg_press,legs,True,completed,18.073,intense
D008,U-0052,431,seated_row,pull,False,completed,9.152,flexible
D008,U-0049,432,leg_extension,legs,False,completed,9.179,flexible
D008,U-0051,433,chest_fly,upper,False,completed,7.247,intense
D008,U-0041,435,leg_extension,legs,False,completed,6.864,intense
D008,U-0050,439,shoulder_press,upper,False,completed,5.924,flexible
D008,U-0057,441,chest_press,push,False,completed,4.536,express
D008,U-0054,442,biceps_curl,pull,True,completed,4.4,express
D008,U-0058,443,shoulder_press,push,False,completed,10.27,flexible
D008,U-0053,444,lat_pulldown,upper,False,completed,9.716,standard
D008,U-0049,447,cable,legs,False,completed,8.498,flexible
D008,U-0054,449,seated_row,pull,False,completed,4.078,express
D008,U-0057,450,chest_fly,push,False,completed,3.278,express
D008,U-0051,452,lat_pulldown,upper,False,completed,8.939,intense
D008,U-0050,456,chest_press,upper,False,completed,10.118,flexible
D008,U-0052,459,lat_pulldown,pull,False,completed,7.3,flexible
D008,U-0056,465,shoulder_press,push,True,completed,12.867,intense
D008,U-0058,466,chest_press,push,False,completed,5.366,flexible
D008,U-0059,469,leg_press,legs,False,completed,10.646,standard
D008,U-0060,472,seated_row,upper,False,completed,7.643,flexible
D008,U-0055,474,leg_curl,legs,False,completed,9.468,intense
D008,U-0053,475,shoulder_press,upper,True,completed,10.734,standard
D008,U-0061,477,chest_fly,push,False,completed,3.1,express
D008,U-0062,480,chest_press,push,False,completed,9.863,standard
D008,U-0060,483,lat_pulldown,upper,False,completed,12.454,flexible
D008,U-0059,484,leg_extension,legs,False,completed,7.184,standard
D008,U-0063,490,leg_press,legs,False,completed,6.6,express
D008,U-0058,491,chest_fly,push,False,completed,6.147,flexible
D008,U-0061,492,shoulder_press,push,False,completed,5.023,express
D008,U-0053,493,seated_row,upper,False,completed,8.433,standard
D008,U-0064,499,seated_row,pull,False,completed,8.144,intense
D008,U-0065,502,shoulder_press,upper,False,completed,12.483,standard
D008,U-0063,504,leg_extension,legs,False,completed,4.622,express
D008,U-0067,505,chest_press,push,False,completed,5.208,express
D008,U-0056,506,chest_fly,push,False,completed,9.322,intense
D008,U-0066,508,shoulder_press,upper,False,completed,13.577,intense
D008,U-0068,511,leg_press,legs,True,completed,10.471,standard
D008,U-0062,513,shoulder_press,push,False,completed,14.377,standard
D008,U-0059,514,leg_curl,legs,False,completed,6.724,standard
D008,U-0055,521,leg_extension,legs,True,completed,6.496,intense
D008,U-0065,523,seated_row,upper,False,completed,8.452,standard
D008,U-0063,525,leg_curl,legs,False,completed,4.584,express
D008,U-0069,526,biceps_curl,pull,False,completed,5.163,flexible
D008,U-0051,527,seated_row,upper,False,completed,14.48,intense
D008,U-0064,528,lat_pulldown,pull,False,completed,7.848,intense
D008,U-0060,529,chest_press,upper,False,completed,8.334,flexible
D008,U-0068,532,leg_extension,legs,False,completed,7.133,standard
D008,U-0071,536,lat_pulldown,pull,False,completed,3.9,express
D008,U-0069,539,cable,pull,True,completed,10.043,flexible
D008,U-0062,540,chest_fly,push,False,completed,5.717,standard
D008,U-0055,544,cable,legs,False,completed,7.309,intense
D008,U-0071,547,biceps_curl,pull,False,completed,3.548,express
D008,U-0072,548,chest_press,push,False,completed,5.612,flexible
D008,U-0070,549,seated_row,pull,False,completed,9.405,intense
D008,U-0060,554,shoulder_press,upper,False,completed,4.268,flexible
D008,U-0073,556,chest_press,upper,False,completed,5.817,flexible
D008,U-0068,559,leg_curl,legs,False,completed,6.486,standard
D008,U-0065,560,chest_fly,upper,True,completed,9.656,standard
D008,U-0069,563,seated_row,pull,False,completed,9.598,flexible
