day_id,user_id,profile,routine
D011,U-0313,flexible,full_body
D011,U-0314,flexible,upper
D011,U-0315,standard,full_body
D011,U-0316,express,legs
D011,U-0317,intense,push
D011,U-0318,flexible,full_body
D011,U-0319,flexible,pull
D011,U-0320,flexible,legs
D011,U-0321,intense,push
D011,U-0322,intense,full_body
D011,U-0323,intense,legs
D011,U-0324,standard,upper
D011,U-0325,flexible,push
D011,U-0326,standard,upper
D011,U-0327,standard,pull
D011,U-0328,express,pull
D011,U-0329,standard,upper
D011,U-0330,express,pull
D011,U-0331,standard,legs
D011,U-0332,standard,pull
D011,U-0333,flexible,upper
D011,U-0334,intense,full_body
D011,U-0335,standard,legs
D011,U-0336,flexible,legs
D011,U-0337,flexible,pull
D011,U-0338,flexible,upper
D011,U-0339,flexible,full_body
D011,U-0340,flexible,push
D011,U-0341,flexible,pull
D011,U-0342,flexible,full_body
D011,U-0343,intense,push
D011,U-0344,standard,legs
D011,U-0345,intense,upper
D011,U-0346,intense,full_body
D011,U-0347,intense,upper
D011,U-0348,standard,push
D011,U-0349,intense,legs
D011,U-0350,flexible,push
D011,U-0351,intense,upper
D011,U-0352,intense,upper
D011,U-0353,flexible,upper
D011,U-0354,flexible,full_body
D011,U-0355,intense,pull
D011,U-0356,intense,legs
D011,U-0357,standard,push
D011,U-0358,intense,push
D011,U-0359,express,upper
D011,U-0360,standard,upper
D011,U-0361,intense,legs
D011,U-0362,standard,pull
D011,U-0363,standard,upper
D011,U-0364,intense,upper
D011,U-0365,standard,push
D011,U-0366,flexible,pull
D011,U-0367,intense,legs
D011,U-0368,flexible,full_body
D011,U-0369,intense,legs
D011,U-0370,express,push
D011,U-0371,intense,pull
D011,U-0372,express,pull
D011,U-0373,standard,full_body
D011,U-0374,flexible,upper
D011,U-0375,flexible,legs
D011,U-0376,flexible,pull
D011,U-0377,standard,full_body
D011,U-0378,express,legs
D011,U-0379,express,upper
D011,U-0380,express,push
D011,U-0381,intense,pull
D011,U-0382,intense,push
D011,U-0383,flexible,pull
D011,U-0384,flexible,legs
D011,U-0385,intense,legs
D011,U-0386,standard,upper
D012,U-0001,intense,upper
D012,U-0002,express,legs
D012,U-0003,intense,pull
D012,U-0004,intense,legs
D012,U-0005,standard,push
D012,U-0006,flexible,full_body
D012,U-0007,flexible,upper
D012,U-0008,intense,legs
D012,U-0009,standard,upper
D012,U-0010,standard,full_body
D012,U-0011,express,upper
D012,U-0012,flexible,full_body
D012,U-0013,intense,pull
D012,U-0014,flexible,upper
D012,U-0015,flexible,pull
D012,U-0016,intense,full_body
D012,U-0017,intense,push
D012,U-0018,intense,upper
D012,U-0019,standard,upper
D012,U-0020,standard,upper
D012,U-0021,standard,full_body
D012,U-0022,standard,push
D012,U-0023,flexible,upper
D012,U-0024,intense,upper
D012,U-0025,flexible,upper
D012,U-0026,intense,upper
D012,U-0027,intense,upper
D012,U-0028,intense,pull
D012,U-0029,standard,push
D012,U-0030,standard,legs
D012,U-0031,flexible,legs
D012,U-0032,intense,full_body
D012,U-0033,express,upper
D012,U-0034,express,upper
D012,U-0035,flexible,full_body
D012,U-0036,intense,push
D012,U-0037,standard,legs
D012,U-0038,standard,legs
D012,U-0039,express,push
D012,U-0040,flexible,push
D012,U-0041,express,upper
D012,U-0042,flexible,legs
D012,U-0043,flexible,full_body
D012,U-0044,standard,push
D012,U-0045,standard,pull
D012,U-0046,flexible,push
D012,U-0047,flexible,full_body
D012,U-0048,standard,legs
D012,U-0049,flexible,upper
D012,U-0050,express,pull
D012,U-0051,intense,legs
D012,U-0052,express,pull
D012,U-0053,standard,push
D012,U-0054,flexible,upper
D012,U-0055,intense,upper
D012,U-0056,standard,upper
D012,U-0057,intense,legs
D012,U-0058,express,legs
D012,U-0059,standard,full_body
D012,U-0060,standard,full_body
D012,U-0061,standard,push
D012,U-0062,flexible,upper
D012,U-0063,flexible,full_body
D012,U-0064,intense,legs
D012,U-0065,standard,push
D012,U-0066,flexible,legs
D012,U-0067,flexible,upper
D012,U-0068,standard,push
D012,U-0069,standard,legs
D012,U-0070,express,pull
D012,U-0071,flexible,upper
D012,U-0072,flexible,full_body
D012,U-0073,intense,legs
D012,U-0074,standard,full_body
D012,U-0075,intense,push
D012,U-0076,flexible,legs
D012,U-0077,intense,upper
D012,U-0078,intense,legs
D012,U-0079,flexible,legs
D012,U-0080,flexible,push
D012,U-0081,flexible,upper
D012,U-0082,standard,push
D012,U-0083,intense,pull
D012,U-0084,standard,pull
D012,U-0085,flexible,push
D012,U-0086,flexible,upper
D012,U-0087,intense,legs
D012,U-0088,intense,full_body
D012,U-0089,express,legs
D012,U-0090,flexible,push
D012,U-0091,standard,pull
D012,U-0092,intense,legs
D012,U-0093,standard,upper
D012,U-0094,flexible,legs
D012,U-0095,express,upper
D012,U-0096,intense,pull
D012,U-0097,express,push
D012,U-0098,standard,legs
D012,U-0099,standard,legs
D012,U-0100,intense,push
D012,U-0101,flexible,pull
D012,U-0102,intense,pull
D012,U-0103,intense,push
D012,U-0104,flexible,full_body
D012,U-0105,intense,pull
D012,U-0106,standard,legs
D012,U-0107,express,pull
D012,U-0108,flexible,pull
D012,U-0109,express,legs
D012,U-0110,flexible,full_body
D012,U-0111,flexible,legs
D012,U-0112,standard,full_body
D012,U-0113,intense,upper
D012,U-0114,flexible,upper
D012,U-0115,flexible,push
D012,U-0116,intense,pull
D012,U-0117,standard,push
D012,U-0118,standard,full_body
D012,U-0119,intense,legs
D012,U-0120,flexible,full_body
D012,U-0121,standard,upper
D012,U-0122,express,legs
D012,U-0123,flexible,legs
D012,U-0124,standard,push
D012,U-0125,flexible,pull
D012,U-0126,express,push
D012,U-0127,standard,push
D012,U-0128,intense,upper
D012,U-0129,express,pull
D012,U-0130,flexible,upper
D012,U-0131,standard,push
D012,U-0132,express,pull
D012,U-0133,intense,pull
D012,U-0134,flexible,legs
D012,U-0135,express,push
D012,U-0136,intense,pull
D012,U-0137,standard,upper
D012,U-0138,flexible,pull
D012,U-0139,intense,legs
D012,U-0140,standard,push
D012,U-0141,flexible,full_body
D012,U-0142,flexible,upper
D012,U-0143,intense,legs
D012,U-0144,standard,legs
D012,U-0145,flexible,upper
D012,U-0146,intense,legs
D012,U-0147,intense,legs
D012,U-0148,express,push
D012,U-0149,intense,legs
D012,U-0150,express,upper
D012,U-0151,flexible,full_body
D012,U-0152,express,push
D012,U-0153,intense,upper
D012,U-0154,flexible,pull
D012,U-0155,flexible,legs
D012,U-0156,intense,push
D012,U-0157,express,upper
D012,U-0158,flexible,pull
D012,U-0159,flexible,full_body
D012,U-0160,standard,legs
D012,U-0161,standard,full_body
D012,U-0162,express,full_body
D012,U-0163,express,upper
D012,U-0164,flexible,legs
D012,U-0165,intense,push
D012,U-0166,intense,legs
D012,U-0167,intense,upper
D012,U-0168,standard,push
D012,U-0169,intense,push
D012,U-0170,express,full_body
D012,U-0171,flexible,push
D012,U-0172,standard,legs
D012,U-0173,intense,legs
D012,U-0174,standard,push
D012,U-0175,standard,upper
D012,U-0176,flexible,legs
D012,U-0177,express,legs
D012,U-0178,standard,pull
D012,U-0179,flexible,legs
D012,U-0180,flexible,pull
D012,U-0181,standard,push
D012,U-0182,standard,push
D012,U-0183,flexible,upper
D012,U-0184,intense,pull
D012,U-0185,standard,upper
D012,U-0186,express,pull
D012,U-0187,flexible,upper
D012,U-0188,flexible,upper
D012,U-0189,express,upper
D012,U-0190,flexible,full_body
D012,U-0191,standard,legs
D012,U-0192,express,push
D012,U-0193,express,legs
D012,U-0194,standard,push
D012,U-0195,flexible,upper
D012,U-0196,express,pull
D012,U-0197,intense,push
D012,U-0198,standard,upper
D012,U-0199,standard,legs
D012,U-0200,flexible,full_body
D012,U-0201,standard,upper
D012,U-0202,standard,full_body
D012,U-0203,intense,push
D012,U-0204,express,full_body
D012,U-0205,express,upper
D012,U-0206,intense,push
D012,U-0207,intense,legs
D012,U-0208,standard,upper
D012,U-0209,flexible,upper
D012,U-0210,intense,pull
D012,U-0211,standard,push
D012,U-0212,standard,push
D012,U-0213,intense,push
D012,U-0214,standard,full_body
D012,U-0215,intense,full_body
D012,U-0216,flexible,upper
D012,U-0217,intense,push
D012,U-0218,intense,push
D012,U-0219,flexible,upper
D012,U-0220,flexible,upper
D012,U-0221,standard,push
D012,U-0222,standard,legs
D012,U-0223,standard,full_body
D012,U-0224,flexible,upper
D012,U-0225,standard,pull
D012,U-0226,flexible,full_body
D012,U-0227,intense,push
D012,U-0228,intense,pull
D012,U-0229,flexible,pull
D012,U-0230,standard,push
D012,U-0231,flexible,pull
D012,U-0232,standard,full_body
D012,U-0233,flexible,upper
D012,U-0234,express,pull
D012,U-0235,express,full_body
D012,U-0236,intense,full_body
D012,U-0237,express,legs
D012,U-0238,flexible,full_body
D012,U-0239,intense,push
D012,U-0240,express,upper
D012,U-0241,standard,push
D012,U-0242,intense,push
D012,U-0243,standard,push
D012,U-0244,flexible,full_body
D012,U-0245,flexible,pull
D012,U-0246,express,pull
D012,U-0247,flexible,push
D012,U-0248,intense,upper
D012,U-0249,standard,upper
D012,U-0250,standard,legs
D012,U-0251,standard,pull
D012,U-0252,express,legs
D012,U-0253,flexible,push
D012,U-0254,flexible,push
D012,U-0255,intense,full_body
D012,U-0256,intense,full_body
D012,U-0257,intense,push
D012,U-0258,flexible,upper
D012,U-0259,intense,pull
D012,U-0260,standard,push
D012,U-0261,standard,upper
D012,U-0262,express,full_body
D012,U-0263,express,pull
D012,U-0264,flexible,upper
D012,U-0265,standard,legs
D012,U-0266,standard,full_body
D012,U-0267,express,pull
D012,U-0268,intense,push
D012,U-0269,standard,full_body
D012,U-0270,standard,legs
D012,U-0271,flexible,push
D012,U-0272,express,legs
D012,U-0273,flexible,upper
D012,U-0274,standard,legs
D012,U-0275,flexible,pull
D012,U-0276,express,push
D012,U-0277,flexible,upper
D012,U-0278,standard,full_body
D012,U-0279,intense,upper
D012,U-0280,flexible,pull
D012,U-0281,intense,push
D012,U-0282,standard,upper
D012,U-0283,flexible,push
D012,U-0284,express,legs
D012,U-0285,intense,legs
D012,U-0286,standard,full_body
D012,U-0287,intense,pull
D012,U-0288,intense,pull
D012,U-0289,standard,full_body
D012,U-0290,intense,pull
D012,U-0291,flexible,upper
D012,U-0292,intense,legs
D012,U-0293,express,upper
D012,U-0294,express,legs
D012,U-0295,standard,upper
D012,U-0296,intense,pull
D012,U-0297,intense,push
D012,U-0298,standard,full_body
D012,U-0299,intense,upper
D012,U-0300,flexible,upper
D012,U-0301,intense,pull
D012,U-0302,intense,push
D012,U-0303,express,push
D012,U-0304,standard,legs
D012,U-0305,flexible,legs
D012,U-0306,intense,push
D012,U-0307,flexible,legs
D012,U-0308,flexible,upper
D012,U-0309,intense,upper
D012,U-0310,standard,pull
D012,U-0311,intense,upper
D012,U-0312,intense,push
D012,U-0313,intense,upper
D012,U-0314,intense,upper
D012,U-0315,standard,pull
D012,U-0316,standard,legs
D012,U-0317,flexible,upper
D012,U-0318,intense,pull
D012,U-0319,intense,full_body
D012,U-0320,flexible,upper
D012,U-0321,intense,full_body
D012,U-0322,intense,upper
D012,U-0323,express,full_body
D012,U-0324,flexible,upper
D012,U-0325,flexible,pull
D012,U-0326,flexible,push
D012,U-0327,flexible,full_body
D012,U-0328,intense,push
D012,U-0329,flexible,upper
D012,U-0330,flexible,legs
D012,U-0331,intense,legs
D012,U-0332,standard,full_body
D012,U-0333,intense,full_body
D012,U-0334,standard,push
D012,U-0335,intense,pull
D012,U-0336,express,legs
D012,U-0337,intense,push
D012,U-0338,express,upper
D012,U-0339,intense,legs
D012,U-0340,standard,full_body
D012,U-0341,flexible,full_body
D012,U-0342,express,upper
D012,U-0343,intense,push
D012,U-0344,flexible,full_body
D012,U-0345,standard,push
D012,U-0346,intense,upper
D012,U-0347,standard,upper
D012,U-0348,standard,pull
D012,U-0349,express,push
D012,U-0350,flexible,full_body
D012,U-0351,standard,legs
D012,U-0352,intense,pull
D012,U-0353,express,upper
D012,U-0354,express,upper
D012,U-0355,flexible,pull
D012,U-0356,express,legs
D012,U-0357,intense,push
D012,U-0358,flexible,push
D012,U-0359,flexible,pull
D013,U-0001,express,upper
D013,U-0002,intense,upper
D013,U-0003,standard,pull
D013,U-0004,express,pull
D013,U-0005,intense,upper
D013,U-0006,standard,pull
D013,U-0007,flexible,full_body
D013,U-0008,flexible,upper
D013,U-0009,standard,pull
D013,U-0010,flexible,legs
D013,U-0011,express,legs
D013,U-0012,intense,legs
D013,U-0013,standard,legs
D013,U-0014,express,upper
D013,U-0015,intense,legs
D013,U-0016,standard,upper
D013,U-0017,flexible,pull
D013,U-0018,standard,full_body
D013,U-0019,flexible,pull
D013,U-0020,flexible,push
D013,U-0021,standard,pull
D013,U-0022,standard,upper
D013,U-0023,express,full_body
D013,U-0024,flexible,upper
D013,U-0025,standard,pull
D013,U-0026,flexible,upper
D013,U-0027,standard,legs
D013,U-0028,express,upper
D013,U-0029,intense,pull
D013,U-0030,express,pull
D013,U-0031,intense,upper
D013,U-0032,express,full_body
D013,U-0033,express,full_body
D013,U-0034,flexible,upper
D013,U-0035,flexible,upper
D013,U-0036,intense,full_body
D013,U-0037,standard,upper
D013,U-0038,flexible,upper
D013,U-0039,express,legs
D013,U-0040,standard,legs
D013,U-0041,standard,upper
D013,U-0042,intense,push
D013,U-0043,standard,full_body
D013,U-0044,intense,pull
D013,U-0045,standard,upper
D013,U-0046,intense,pull
D013,U-0047,standard,upper
D013,U-0048,intense,push
D013,U-0049,standard,upper
D013,U-0050,intense,pull
D013,U-0051,intense,pull
D013,U-0052,flexible,upper
D013,U-0053,standard,full_body
D013,U-0054,standard,legs
D013,U-0055,standard,push
D013,U-0056,standard,pull
D013,U-0057,flexible,legs
D013,U-0058,flexible,pull
D013,U-0059,intense,pull
D013,U-0060,flexible,legs
D013,U-0061,standard,full_body
D013,U-0062,standard,push
D013,U-0063,intense,upper
D013,U-0064,express,full_body
D013,U-0065,standard,upper
D013,U-0066,standard,full_body
D013,U-0067,intense,upper
D013,U-0068,flexible,upper
D013,U-0069,flexible,upper
D013,U-0070,flexible,push
D013,U-0071,flexible,upper
D013,U-0072,standard,upper
D013,U-0073,standard,legs
D013,U-0074,intense,push
D013,U-0075,standard,pull
D013,U-0076,express,pull
D013,U-0077,standard,pull
D013,U-0078,flexible,legs
D013,U-0079,intense,legs
D013,U-0080,flexible,full_body
D013,U-0081,flexible,upper
D013,U-0082,standard,full_body
D013,U-0083,flexible,upper
D013,U-0084,standard,full_body
D013,U-0085,flexible,pull
D013,U-0086,standard,upper
D013,U-0087,standard,upper
D013,U-0088,standard,pull
D013,U-0089,standard,push
D013,U-0090,intense,legs
D013,U-0091,express,push
D013,U-0092,flexible,upper
D013,U-0093,standard,full_body
D013,U-0094,flexible,push
D013,U-0095,flexible,upper
D013,U-0096,flexible,full_body
D013,U-0097,standard,full_body
D013,U-0098,intense,pull
D013,U-0099,flexible,upper
D013,U-0100,express,upper
D013,U-0101,intense,upper
D013,U-0102,intense,legs
D013,U-0103,standard,full_body
D013,U-0104,intense,legs
D013,U-0105,express,full_body
D013,U-0106,flexible,upper
D013,U-0107,standard,push
D013,U-0108,intense,pull
D013,U-0109,flexible,upper
D013,U-0110,flexible,pull
D013,U-0111,standard,pull
D013,U-0112,standard,legs
D013,U-0113,express,pull
D013,U-0114,express,pull
D013,U-0115,express,legs
D013,U-0116,intense,push
D013,U-0117,flexible,push
D013,U-0118,flexible,pull
D013,U-0119,flexible,upper
D013,U-0120,intense,legs
D013,U-0121,flexible,full_body
D013,U-0122,flexible,upper
D013,U-0123,flexible,upper
D013,U-0124,standard,pull
D013,U-0125,flexible,full_body
D013,U-0126,flexible,legs
D013,U-0127,standard,push
D013,U-0128,flexible,full_body
D013,U-0129,standard,full_body
D013,U-0130,flexible,full_body
D013,U-0131,flexible,upper
D013,U-0132,standard,upper
D013,U-0133,intense,push
D013,U-0134,intense,legs
D013,U-0135,standard,pull
D013,U-0136,flexible,upper
D013,U-0137,express,full_body
D013,U-0138,standard,pull
D013,U-0139,flexible,push
D013,U-0140,standard,push
D013,U-0141,intense,legs
D013,U-0142,express,pull
D013,U-0143,flexible,pull
D013,U-0144,flexible,pull
D013,U-0145,flexible,upper
D013,U-0146,express,upper
D013,U-0147,flexible,push
D013,U-0148,flexible,pull
D013,U-0149,standard,pull
D013,U-0150,intense,legs
D013,U-0151,flexible,pull
D013,U-0152,standard,pull
D013,U-0153,standard,push
D013,U-0154,flexible,full_body
D013,U-0155,express,full_body
D013,U-0156,intense,pull
D013,U-0157,express,upper
D013,U-0158,standard,upper
D013,U-0159,flexible,full_body
D013,U-0160,intense,push
D013,U-0161,express,full_body
D013,U-0162,flexible,upper
D013,U-0163,intense,legs
D013,U-0164,flexible,pull
D013,U-0165,flexible,upper
D013,U-0166,flexible,legs
D013,U-0167,intense,push
D013,U-0168,intense,upper
D013,U-0169,intense,upper
D013,U-0170,intense,legs
D013,U-0171,express,full_body
D013,U-0172,intense,legs
D013,U-0173,express,legs
D013,U-0174,standard,legs
D013,U-0175,flexible,upper
D013,U-0176,standard,push
D013,U-0177,standard,pull
D013,U-0178,standard,legs
D013,U-0179,express,push
D013,U-0180,intense,full_body
D013,U-0181,flexible,upper
D013,U-0182,intense,legs
D013,U-0183,express,full_body
D013,U-0184,express,upper
D013,U-0185,standard,upper
D013,U-0186,standard,legs
D013,U-0187,flexible,full_body
D013,U-0188,express,legs
D013,U-0189,standard,pull
D013,U-0190,standard,full_body
D013,U-0191,intense,upper
D013,U-0192,flexible,upper
D013,U-0193,standard,full_body
D013,U-0194,standard,upper
D013,U-0195,standard,push
D013,U-0196,flexible,full_body
D013,U-0197,standard,upper
D013,U-0198,intense,full_body
D013,U-0199,standard,legs
D013,U-0200,flexible,push
D013,U-0201,standard,pull
D013,U-0202,intense,push
D013,U-0203,flexible,push
D013,U-0204,intense,full_body
D013,U-0205,flexible,full_body
D013,U-0206,standard,push
D013,U-0207,flexible,upper
D013,U-0208,standard,full_body
D013,U-0209,standard,push
D013,U-0210,intense,legs
D013,U-0211,flexible,upper
D013,U-0212,intense,upper
D013,U-0213,standard,push
D013,U-0214,flexible,upper
D013,U-0215,express,upper
D013,U-0216,standard,upper
D013,U-0217,intense,legs
D013,U-0218,standard,full_body
D013,U-0219,intense,push
D013,U-0220,intense,push
D013,U-0221,standard,upper
D013,U-0222,intense,upper
D013,U-0223,intense,legs
D013,U-0224,standard,pull
D013,U-0225,intense,upper
D013,U-0226,standard,upper
D013,U-0227,intense,push
D013,U-0228,intense,push
D013,U-0229,intense,pull
D013,U-0230,flexible,full_body
D013,U-0231,standard,legs
D013,U-0232,express,legs
D013,U-0233,express,pull
D013,U-0234,standard,pull
D013,U-0235,flexible,pull
D013,U-0236,flexible,push
D013,U-0237,flexible,upper
D013,U-0238,express,full_body
D013,U-0239,flexible,pull
D013,U-0240,intense,push
D013,U-0241,intense,pull
D013,U-0242,flexible,push
D013,U-0243,standard,upper
D013,U-0244,flexible,pull
D013,U-0245,standard,full_body
D013,U-0246,express,legs
D013,U-0247,intense,push
D013,U-0248,standard,pull
D013,U-0249,express,push
D013,U-0250,intense,full_body
D013,U-0251,express,push
D013,U-0252,standard,full_body
D013,U-0253,intense,upper
D013,U-0254,standard,push
D013,U-0255,standard,push
D013,U-0256,flexible,full_body
D013,U-0257,standard,pull
D013,U-0258,intense,push
D013,U-0259,intense,pull
D013,U-0260,standard,upper
D013,U-0261,standard,upper
D013,U-0262,intense,upper
D013,U-0263,intense,pull
D013,U-0264,intense,upper
D013,U-0265,flexible,legs
D013,U-0266,express,upper
D013,U-0267,flexible,push
D013,U-0268,intense,legs
D013,U-0269,flexible,full_body
D013,U-0270,flexible,full_body
D013,U-0271,standard,legs
D013,U-0272,flexible,full_body
D013,U-0273,express,upper
D013,U-0274,flexible,upper
D013,U-0275,standard,upper
D013,U-0276,intense,legs
D013,U-0277,express,full_body
D013,U-0278,intense,pull
D013,U-0279,intense,legs
D013,U-0280,standard,upper
D013,U-0281,standard,legs
D013,U-0282,intense,push
D013,U-0283,flexible,push
D013,U-0284,intense,legs
D013,U-0285,standard,push
D013,U-0286,standard,push
D013,U-0287,standard,pull
D013,U-0288,flexible,upper
D013,U-0289,standard,legs
D013,U-0290,standard,upper
D013,U-0291,standard,pull
D013,U-0292,flexible,full_body
D013,U-0293,intense,legs
D013,U-0294,express,pull
D013,U-0295,flexible,upper
D013,U-0296,standard,push
D013,U-0297,intense,pull
D013,U-0298,standard,pull
D013,U-0299,express,full_body
D013,U-0300,flexible,pull
D013,U-0301,standard,full_body
D013,U-0302,flexible,pull
D013,U-0303,intense,full_body
D013,U-0304,flexible,upper
D013,U-0305,standard,pull
D013,U-0306,standard,pull
D013,U-0307,standard,pull
D013,U-0308,flexible,upper
D013,U-0309,standard,push
D013,U-0310,standard,legs
D013,U-0311,standard,legs
D013,U-0312,intense,upper
D013,U-0313,flexible,full_body
D013,U-0314,standard,pull
D013,U-0315,standard,upper
D013,U-0316,flexible,pull
D013,U-0317,flexible,push
D013,U-0318,intense,push
D013,U-0319,standard,push
D013,U-0320,intense,full_body
D013,U-0321,express,upper
D013,U-0322,standard,upper
D013,U-0323,flexible,push
D013,U-0324,intense,push
D013,U-0325,express,full_body
D013,U-0326,intense,pull
D013,U-0327,intense,push
D013,U-0328,standard,full_body
D013,U-0329,express,push
D013,U-0330,express,pull
D013,U-0331,standard,upper
D013,U-0332,flexible,upper
D013,U-0333,standard,upper
D013,U-0334,standard,pull
D013,U-0335,standard,upper
D013,U-0336,express,legs
D013,U-0337,intense,push
D013,U-0338,standard,pull
D013,U-0339,intense,upper
D013,U-0340,intense,pull
D013,U-0341,standard,pull
D013,U-0342,intense,legs
D013,U-0343,standard,push
D013,U-0344,standard,legs
D013,U-0345,flexible,pull
D013,U-0346,standard,upper
D013,U-0347,intense,legs
D013,U-0348,standard,legs
D013,U-0349,express,legs
D013,U-0350,standard,upper
D013,U-0351,standard,push
D013,U-0352,standard,upper
D013,U-0353,standard,push
D013,U-0354,flexible,full_body
D013,U-0355,intense,legs
D013,U-0356,standard,full_body
D013,U-0357,flexible,pull
D013,U-0358,intense,push
D013,U-0359,flexible,push
D013,U-0360,flexible,upper
D013,U-0361,standard,pull
D013,U-0362,standard,legs
D013,U-0363,flexible,legs
D013,U-0364,standard,push
D013,U-0365,standard,pull
D013,U-0366,intense,pull
D013,U-0367,standard,push
D013,U-0368,intense,legs
D013,U-0369,flexible,pull
D013,U-0370,intense,pull
D013,U-0371,standard,legs
D013,U-0372,flexible,push
D013,U-0373,standard,upper
D013,U-0374,express,legs
D013,U-0375,flexible,upper
D013,U-0376,flexible,full_body
D013,U-0377,flexible,upper
D013,U-0378,express,upper
D013,U-0379,standard,upper
D013,U-0380,flexible,legs
D013,U-0381,express,legs
D013,U-0382,standard,legs
D013,U-0383,intense,upper
D013,U-0384,standard,upper
D013,U-0385,express,pull
D013,U-0386,standard,pull
D013,U-0387,standard,legs
D013,U-0388,express,legs
D013,U-0389,flexible,full_body
D013,U-0390,standard,upper
D013,U-0391,flexible,legs
D013,U-0392,express,pull
D013,U-0393,intense,upper
D013,U-0394,flexible,upper
D013,U-0395,intense,full_body
D013,U-0396,intense,pull
D013,U-0397,intense,push
D014,U-0001,intense,push
D014,U-0002,flexible,upper
D014,U-0003,express,push
D014,U-0004,flexible,full_body
D014,U-0005,intense,upper
D014,U-0006,standard,upper
D014,U-0007,intense,full_body
D014,U-0008,intense,push
D014,U-0009,standard,upper
D014,U-0010,flexible,upper
D014,U-0011,intense,upper
D014,U-0012,standard,push
D014,U-0013,standard,push
D014,U-0014,standard,legs
D014,U-0015,express,legs
D014,U-0016,standard,legs
D014,U-0017,flexible,full_body
D014,U-0018,standard,upper
D014,U-0019,flexible,legs
D014,U-0020,standard,upper
D014,U-0021,express,upper
D014,U-0022,intense,legs
D014,U-0023,standard,pull
D014,U-0024,flexible,legs
D014,U-0025,flexible,full_body
D014,U-0026,standard,legs
D014,U-0027,express,pull
D014,U-0028,flexible,upper
D014,U-0029,express,upper
D014,U-0030,flexible,full_body
D014,U-0031,flexible,pull
D014,U-0032,standard,legs
D014,U-0033,intense,pull
D014,U-0034,standard,pull
D014,U-0035,standard,pull
D014,U-0036,express,full_body
D014,U-0037,standard,push
D014,U-0038,express,full_body
D014,U-0039,intense,pull
D014,U-0040,standard,legs
D014,U-0041,flexible,pull
D014,U-0042,standard,pull
D014,U-0043,flexible,full_body
D014,U-0044,express,upper
D014,U-0045,flexible,upper
D014,U-0046,standard,pull
D014,U-0047,intense,legs
D014,U-0048,flexible,full_body
D014,U-0049,standard,pull
D014,U-0050,flexible,push
D014,U-0051,standard,push
D014,U-0052,express,push
D014,U-0053,standard,pull
D014,U-0054,flexible,full_body
D014,U-0055,standard,pull
D014,U-0056,flexible,full_body
D014,U-0057,intense,push
D014,U-0058,intense,pull
D014,U-0059,standard,pull
D014,U-0060,express,upper
D014,U-0061,express,pull
D014,U-0062,express,legs
D014,U-0063,intense,upper
D014,U-0064,intense,upper
D014,U-0065,flexible,full_body
D014,U-0066,flexible,upper
D014,U-0067,flexible,full_body
D014,U-0068,intense,legs
D014,U-0069,intense,upper
D014,U-0070,express,legs
D014,U-0071,flexible,pull
D014,U-0072,intense,push
D014,U-0073,flexible,pull
D014,U-0074,standard,push
D014,U-0075,flexible,push
D014,U-0076,standard,pull
D014,U-0077,intense,legs
D014,U-0078,intense,legs
D014,U-0079,standard,upper
D014,U-0080,flexible,push
D014,U-0081,intense,pull
D014,U-0082,flexible,upper
D014,U-0083,express,pull
D014,U-0084,standard,legs
D014,U-0085,standard,push
D014,U-0086,standard,legs
D014,U-0087,intense,push
D014,U-0088,standard,upper
D014,U-0089,flexible,pull
D014,U-0090,standard,pull
D014,U-0091,standard,upper
D014,U-0092,standard,legs
D014,U-0093,flexible,legs
D014,U-0094,intense,upper
D014,U-0095,standard,upper
D014,U-0096,flexible,upper
D014,U-0097,flexible,upper
D014,U-0098,flexible,full_body
D014,U-0099,intense,push
D014,U-0100,standard,full_body
D014,U-0101,express,upper
D014,U-0102,intense,push
D014,U-0103,intense,upper
D014,U-0104,flexible,pull
D014,U-0105,standard,full_body
D014,U-0106,standard,push
D014,U-0107,flexible,upper
D014,U-0108,express,legs
D014,U-0109,intense,pull
D014,U-0110,flexible,upper
D014,U-0111,intense,legs
D014,U-0112,standard,pull
D014,U-0113,intense,push
D014,U-0114,standard,legs
D014,U-0115,standard,upper
D014,U-0116,flexible,full_body
D014,U-0117,standard,legs
D014,U-0118,intense,upper
D014,U-0119,flexible,upper
D014,U-0120,flexible,full_body
D014,U-0121,standard,legs
D014,U-0122,express,pull
D014,U-0123,intense,upper
D014,U-0124,intense,full_body
D014,U-0125,intense,full_body
D014,U-0126,flexible,upper
D014,U-0127,intense,legs
D014,U-0128,intense,push
D014,U-0129,intense,legs
D014,U-0130,standard,upper
D014,U-0131,flexible,pull
D014,U-0132,flexible,full_body
D014,U-0133,flexible,full_body
D014,U-0134,express,upper
D014,U-0135,intense,pull
D014,U-0136,standard,upper
D014,U-0137,intense,upper
D014,U-0138,express,pull
D014,U-0139,intense,pull
D014,U-0140,flexible,full_body
D014,U-0141,intense,push
D014,U-0142,flexible,upper
D014,U-0143,standard,pull
D014,U-0144,standard,pull
D014,U-0145,flexible,upper
D014,U-0146,intense,pull
D014,U-0147,flexible,full_body
D014,U-0148,flexible,upper
D014,U-0149,standard,full_body
D014,U-0150,flexible,upper
D014,U-0151,standard,full_body
D014,U-0152,express,full_body
D014,U-0153,standard,pull
D014,U-0154,flexible,full_body
D014,U-0155,intense,push
D014,U-0156,express,push
D014,U-0157,flexible,full_body
D014,U-0158,intense,push
D014,U-0159,standard,full_body
D014,U-0160,flexible,push
