day_id,user_id,event_id,routine,profile,outcome,duration_min
D008,U-0212,1795,pull,flexible,completed,13.193
D008,U-0207,1851,legs,intense,completed,35.449
D008,U-0250,2071,upper,flexible,completed,15.75
D008,U-0249,2078,legs,standard,completed_failed,9.975
D008,U-0269,2171,legs,standard,completed,17.686
D008,U-0267,2173,legs,flexible,completed,10.929
D008,U-0255,2194,pull,intense,completed,29.224
D008,U-0276,2227,pull,standard,completed,23.284
D008,U-0284,2240,pull,flexible,completed,21.224
D008,U-0283,2310,legs,intense,completed,16.454
D008,U-0278,2326,upper,standard,completed,15.291
D008,U-0291,2378,pull,intense,completed,22.587
D008,U-0297,2424,legs,intense,completed,23.528
D008,U-0319,2511,push,standard,completed,18.13
D008,U-0320,2557,legs,standard,completed,17.967
D008,U-0309,2579,full_body,standard,completed,15.706
D008,U-0338,2605,pull,flexible,completed,21.504
D008,U-0341,2625,upper,express,completed,8.568
D008,U-0335,2627,push,standard,completed,12.256
D008,U-0363,2818,pull,flexible,completed,17.296
D008,U-0355,2845,push,intense,completed,18.386
D008,U-0367,2862,full_body,standard,completed,27.664
D008,U-0369,2880,push,intense,completed,23.654
D008,U-0381,2891,upper,standard,completed,28.0
D009,U-0001,33,pull,standard,completed,10.3
D009,U-0006,90,full_body,flexible,completed,13.4
D009,U-0014,134,full_body,flexible,completed,16.681
D009,U-0010,150,push,intense,completed,24.72
D009,U-0018,208,upper,standard,completed,18.018
D009,U-0019,218,full_body,standard,completed,12.011
D009,U-0020,227,push,standard,completed,22.675
D009,U-0033,273,push,standard,completed,16.422
D009,U-0023,291,push,intense,completed,21.372
D009,U-0035,338,legs,intense,completed,44.478
D009,U-0039,373,push,standard,completed,16.338
D009,U-0040,382,legs,flexible,completed,12.657
D009,U-0048,410,legs,standard,completed,17.772
D009,U-0046,445,upper,flexible,completed,16.299
D009,U-0054,492,upper,flexible,completed,25.807
D009,U-0061,543,upper,flexible,completed,19.47
D009,U-0056,597,pull,intense,completed,36.933
D009,U-0076,609,pull,express,completed,8.977
D009,U-0085,696,legs,standard,completed,15.383
D009,U-0082,699,pull,standard,completed,11.071
D009,U-0089,770,upper,intense,completed,5.836
D009,U-0086,785,push,intense,completed,17.016
D009,U-0097,790,push,standard,completed,12.547
D009,U-0088,800,legs,intense,completed,25.615
D009,U-0092,845,legs,intense,completed,34.991
D009,U-0105,890,pull,intense,completed,52.046
D009,U-0098,895,legs,intense,completed,24.67
D009,U-0113,934,full_body,flexible,completed,9.804
D009,U-0120,977,pull,standard,completed,28.0
D009,U-0118,989,pull,intense,completed,35.908
D009,U-0122,990,legs,intense,completed,25.365
D009,U-0129,1030,pull,express,completed,9.29
D009,U-0127,1053,legs,flexible,completed,14.343
D009,U-0132,1072,full_body,standard,completed,21.435
D009,U-0134,1126,upper,flexible,completed,22.752
D009,U-0143,1211,push,intense,completed,16.072
D009,U-0140,1212,full_body,intense,completed,19.117
D009,U-0151,1253,upper,standard,completed,14.612
D009,U-0154,1278,push,intense,completed,36.167
D009,U-0158,1287,full_body,flexible,completed,10.191
D009,U-0157,1310,push,intense,completed,26.708
D009,U-0177,1425,legs,standard,completed,12.299
D009,U-0163,1439,push,intense,completed,17.506
D009,U-0189,1617,full_body,standard,completed,27.185
D009,U-0202,1640,pull,standard,completed,15.64
D009,U-0193,1649,push,intense,completed,37.371
D009,U-0216,1687,push,express,completed,9.32
D009,U-0220,1777,legs,flexible,completed,16.249
D009,U-0228,1819,full_body,express,completed,8.809
D009,U-0227,1822,full_body,express,completed,8.229
D009,U-0254,1992,legs,standard,completed,10.677
D009,U-0231,2013,upper,standard,completed,16.231
D009,U-0261,2048,full_body,express,completed,9.859
D009,U-0260,2049,legs,standard,completed,14.221
D009,U-0239,2057,pull,intense,completed,24.195
D009,U-0275,2107,legs,intense,completed,18.512
D009,U-0259,2117,pull,intense,completed,43.149
D009,U-0293,2150,push,standard,completed,15.062
D009,U-0294,2264,full_body,intense,completed,25.09
D009,U-0309,2268,pull,express,completed,9.303
D009,U-0311,2337,pull,flexible,completed,9.644
D009,U-0300,2373,legs,standard,completed,20.265
D009,U-0310,2426,push,intense,completed,24.697
D009,U-0322,2436,pull,intense,completed,26.417
D009,U-0341,2465,upper,express,completed,6.834
D009,U-0323,2495,pull,intense,completed,35.501
D009,U-0340,2496,upper,flexible,completed,10.746
D009,U-0334,2506,full_body,standard,completed,11.92
D009,U-0338,2509,pull,intense,completed,30.077
D009,U-0342,2513,push,intense,completed,14.814
D010,U-0002,87,full_body,standard,completed,21.456
D010,U-0004,101,legs,standard,completed,16.759
D010,U-0008,119,push,standard,completed,9.035
D010,U-0010,126,full_body,flexible,completed,18.181
D010,U-0012,166,upper,flexible,completed,19.342
D010,U-0020,190,pull,flexible,completed,18.654
D010,U-0025,239,legs,flexible,completed,20.233
D010,U-0030,260,pull,standard,completed,10.609
D010,U-0032,286,full_body,standard,completed,10.802
D010,U-0046,397,push,flexible,completed,17.009
D010,U-0048,411,upper,flexible,completed,5.897
D010,U-0050,456,pull,intense,completed,18.294
D010,U-0055,529,upper,standard,completed,20.053
D010,U-0062,575,pull,standard,completed,10.572
D010,U-0078,632,push,express,completed,7.291
D010,U-0081,635,push,express,completed,10.855
D010,U-0068,646,push,intense,completed,18.714
D010,U-0072,674,upper,standard,completed,22.479
D010,U-0074,708,upper,standard,completed,14.835
D010,U-0083,722,pull,intense,completed,35.15
D010,U-0095,750,push,standard,completed,16.9
D010,U-0085,772,full_body,intense,completed,16.332
D010,U-0084,773,push,standard,completed,6.364
D010,U-0097,803,upper,standard,completed,20.18
D010,U-0098,850,full_body,flexible,completed,19.216
D010,U-0101,865,full_body,standard,completed,19.258
D010,U-0107,906,push,flexible,completed,10.096
D010,U-0112,913,pull,express,completed,10.17
D010,U-0105,932,pull,intense,completed,14.832
D010,U-0103,945,pull,standard,completed,21.168
D010,U-0119,995,pull,standard,completed,11.763
D010,U-0110,1006,pull,intense,completed,30.791
D010,U-0116,1024,push,intense,completed,30.143
D010,U-0128,1060,full_body,flexible,completed,23.277
D010,U-0124,1068,upper,intense,completed,36.781
D010,U-0137,1173,push,intense,completed,21.745
D010,U-0154,1307,full_body,standard,completed,14.416
D010,U-0156,1339,full_body,standard,completed,18.869
D010,U-0169,1385,full_body,flexible,completed,10.519
D010,U-0176,1457,push,standard,completed,6.92
D010,U-0185,1472,legs,express,completed,6.711
D010,U-0182,1513,pull,intense,completed,16.946
D010,U-0192,1578,full_body,flexible,completed,19.339
D010,U-0189,1636,full_body,standard,completed,12.389
D010,U-0199,1641,push,standard,completed,25.456
D010,U-0200,1707,legs,standard,completed,14.891
D010,U-0203,1748,pull,intense,completed,42.724
D010,U-0202,1781,full_body,standard,completed,22.514
D010,U-0218,1813,legs,intense,completed,17.225
D010,U-0247,1859,pull,express,completed,9.64
D010,U-0229,1869,upper,flexible,completed,16.425
D010,U-0231,1902,legs,standard,completed,28.0
D010,U-0235,1911,legs,standard,completed,16.505
D010,U-0225,1922,upper,intense,completed,33.604
D010,U-0243,1957,full_body,flexible,completed,17.913
D010,U-0244,1977,legs,intense,completed,23.239
D010,U-0261,2023,full_body,express,completed,7.874
D010,U-0282,2250,upper,flexible,completed,12.164
D010,U-0286,2274,legs,standard,completed,12.59
D010,U-0309,2342,upper,express,completed,10.578
D010,U-0328,2470,push,flexible,completed,12.719
D010,U-0326,2548,full_body,standard,completed,19.501
D010,U-0335,2581,push,standard,completed,11.56
D010,U-0332,2594,pull,standard,completed,15.482
D010,U-0344,2605,legs,flexible,completed,21.1
D010,U-0342,2649,push,standard,completed,13.173
D010,U-0357,2680,full_body,flexible,completed,18.291
D010,U-0366,2687,full_body,express,completed,7.342
D010,U-0340,2695,upper,standard,completed,15.813
D010,U-0345,2714,push,standard,completed,20.869
D010,U-0373,2720,pull,standard,completed,22.502
D010,U-0371,2747,legs,flexible,completed,10.425
D010,U-0368,2758,upper,standard,completed,10.459
D011,U-0006,99,full_body,flexible,completed,21.27
D011,U-0013,164,pull,intense,completed,17.843
D011,U-0011,170,full_body,flexible,completed,13.373
D011,U-0014,184,pull,flexible,completed,11.611
D011,U-0015,214,upper,flexible,completed,14.767
D011,U-0018,223,upper,standard,completed,18.806
D011,U-0022,264,pull,intense,completed,46.621
D011,U-0031,293,upper,express,completed,8.915
D011,U-0028,305,legs,intense,completed,13.149
D011,U-0033,318,pull,flexible,completed,16.377
D011,U-0035,338,pull,standard,completed,20.654
D011,U-0040,360,pull,standard,completed,18.517
D011,U-0041,380,upper,flexible,completed,9.89
D011,U-0045,389,legs,flexible,completed,16.211
D011,U-0044,405,legs,flexible,completed,21.654
D011,U-0046,410,legs,flexible,completed,10.959
D011,U-0048,418,push,standard,completed,5.197
D011,U-0049,441,full_body,standard,completed,18.541
D011,U-0054,551,legs,intense,completed,9.078
D011,U-0061,569,pull,standard,completed,24.602
D011,U-0060,650,upper,intense,completed,39.057
D011,U-0071,670,full_body,flexible,completed,10.853
D011,U-0074,690,full_body,standard,completed,17.825
D011,U-0081,816,upper,standard,completed,15.421
D011,U-0098,876,pull,intense,completed,28.417
D011,U-0120,970,legs,standard,completed,10.639
D011,U-0119,990,upper,express,completed,9.269
D011,U-0114,1008,full_body,flexible,completed,10.684
D011,U-0122,1020,pull,flexible,completed,12.802
D011,U-0103,1023,upper,standard,completed,28.0
D011,U-0105,1033,legs,standard,completed,26.091
D011,U-0115,1046,push,flexible,completed,15.259
D011,U-0128,1102,pull,standard,completed,28.0
D011,U-0116,1106,pull,intense,completed,22.197
D011,U-0132,1109,legs,standard,completed,21.285
D011,U-0117,1142,full_body,intense,completed,19.341
D011,U-0145,1264,upper,standard,completed,6.503
D011,U-0144,1303,pull,intense,completed,14.559
D011,U-0161,1308,pull,express,completed,10.048
D011,U-0155,1340,pull,intense,completed,27.581
D011,U-0159,1367,pull,standard,completed,11.256
D011,U-0164,1388,legs,standard,completed,18.713
D011,U-0170,1396,pull,standard,completed,26.635
D011,U-0166,1429,push,standard,completed,25.471
D011,U-0181,1448,upper,express,completed,10.629
D011,U-0174,1488,upper,standard,completed,17.41
D011,U-0180,1535,upper,standard,completed,16.113
D011,U-0187,1558,pull,flexible,completed,21.482
D011,U-0190,1563,legs,standard,completed,13.429
D011,U-0193,1577,upper,express,completed,9.307
D011,U-0194,1682,pull,standard,completed,18.787
D011,U-0200,1700,legs,standard,completed,17.726
D011,U-0204,1706,legs,flexible,completed,19.539
D011,U-0197,1752,push,standard,completed,18.211
D011,U-0199,1761,full_body,standard,completed,18.226
D011,U-0202,1777,legs,flexible,completed,21.786
D011,U-0208,1794,upper,flexible,completed,12.943
D011,U-0231,1977,legs,intense,completed,43.783
D011,U-0253,2020,legs,express,completed,8.532
D011,U-0251,2141,pull,intense,completed,36.099
D011,U-0279,2205,legs,standard,completed,15.809
D011,U-0266,2255,full_body,standard,completed,12.2
D011,U-0285,2353,push,intense,completed,25.904
D011,U-0281,2366,pull,intense,completed,27.58
D011,U-0291,2421,push,intense,completed,25.693
D011,U-0308,2470,pull,standard,completed,16.961
D011,U-0311,2500,pull,flexible,completed,20.538
D011,U-0326,2650,upper,standard,completed,16.619
D011,U-0337,2668,pull,flexible,completed,13.336
D011,U-0344,2730,legs,standard,completed,20.352
D011,U-0368,2841,full_body,flexible,completed,26.998
D011,U-0358,2843,push,intense,completed,19.994
D011,U-0349,2858,legs,intense,completed,13.645
D011,U-0375,2871,legs,flexible,completed,17.196
D011,U-0361,2885,legs,intense,completed,9.739
D011,U-0365,2895,push,standard,completed,16.259
D011,U-0367,2907,legs,intense,completed,29.112
D012,U-0003,56,pull,intense,completed,21.359
D012,U-0004,90,legs,intense,completed,36.993
D012,U-0012,143,full_body,flexible,completed,12.4
D012,U-0015,157,pull,flexible,completed,18.509
D012,U-0013,178,pull,intense,completed,32.908
D012,U-0016,224,full_body,intense,completed,31.22
D012,U-0025,273,upper,flexible,completed,9.436
D012,U-0027,351,upper,intense,completed,32.615
D012,U-0042,375,legs,flexible,completed,16.208
D012,U-0038,398,legs,standard,completed,16.256
D012,U-0044,416,push,standard,completed,11.411
D012,U-0046,448,push,flexible,completed,21.036
D012,U-0048,466,legs,standard,completed,18.719
D012,U-0058,527,legs,express,completed,9.8
D012,U-0059,580,full_body,standard,completed,14.039
D012,U-0055,595,upper,intense,completed,31.978
D012,U-0057,608,legs,intense,completed,19.568
D012,U-0056,625,upper,standard,completed,23.18
D012,U-0068,636,push,standard,completed,13.417
D012,U-0095,781,upper,express,completed,9.61
D012,U-0085,786,push,flexible,completed,11.205
D012,U-0077,804,upper,intense,completed,36.301
D012,U-0092,806,legs,intense,completed,17.684
D012,U-0101,874,pull,flexible,completed,19.68
D012,U-0111,901,legs,flexible,completed,18.231
D012,U-0112,941,full_body,standard,completed,13.315
D012,U-0103,977,push,intense,completed,41.989
D012,U-0124,1019,push,standard,completed,17.343
D012,U-0121,1025,upper,standard,completed,21.076
D012,U-0135,1078,push,express,completed,8.175
D012,U-0131,1086,push,standard,completed,18.221
D012,U-0140,1116,push,standard,completed,17.72
D012,U-0141,1160,full_body,flexible,completed,10.844
D012,U-0144,1176,legs,standard,completed,13.897
D012,U-0143,1220,legs,intense,completed,45.129
D012,U-0155,1252,legs,flexible,completed,11.848
D012,U-0151,1264,full_body,flexible,completed,18.672
D012,U-0158,1274,pull,flexible,completed,10.48
D012,U-0156,1287,push,intense,completed,31.506
D012,U-0160,1299,legs,standard,completed,21.072
D012,U-0165,1355,push,intense,completed,11.861
D012,U-0168,1372,push,standard,completed,22.514
D012,U-0176,1484,legs,flexible,completed,18.495
D012,U-0175,1528,upper,standard,completed,28.0
D012,U-0193,1533,legs,express,completed,9.387
D012,U-0191,1586,legs,standard,completed,26.989
D012,U-0195,1620,upper,flexible,completed,12.372
D012,U-0207,1662,legs,intense,completed,21.99
D012,U-0198,1664,upper,standard,completed,15.007
D012,U-0201,1705,upper,standard,completed,28.0
D012,U-0208,1745,upper,standard,completed_failed,16.304
D012,U-0222,1813,legs,standard,completed,11.841
D012,U-0234,1824,pull,express,completed,8.431
D012,U-0215,1940,full_body,intense,completed,33.204
D012,U-0251,2029,pull,standard,completed,9.274
D012,U-0265,2068,legs,standard,completed,13.489
D012,U-0276,2131,push,express,completed,7.12
D012,U-0271,2153,push,flexible,completed,14.712
D012,U-0270,2168,legs,standard,completed,9.585
D012,U-0278,2284,full_body,standard,completed,15.062
D012,U-0288,2342,pull,intense,completed,31.534
D012,U-0291,2349,upper,flexible,completed,15.957
D012,U-0305,2369,legs,flexible,completed,13.944
D012,U-0296,2373,pull,intense,completed,19.061
D012,U-0286,2401,full_body,standard,completed,24.315
D012,U-0307,2409,legs,flexible,completed,21.945
D012,U-0301,2469,pull,intense,completed,27.756
D012,U-0309,2488,upper,intense,completed,16.947
D012,U-0325,2499,pull,flexible,completed,24.655
D012,U-0330,2558,legs,flexible,completed,18.029
D012,U-0331,2578,legs,intense,completed,22.262
D012,U-0342,2580,upper,express,completed,8.47
D012,U-0348,2607,pull,standard,completed,17.936
D013,U-0003,63,pull,standard,completed,15.022
D013,U-0006,83,pull,standard,completed,28.0
D013,U-0009,108,pull,standard,completed,11.48
D013,U-0008,115,upper,flexible,completed,15.088
D013,U-0019,162,pull,flexible,completed,4.856
D013,U-0016,197,upper,standard,completed,25.728
D013,U-0025,214,pull,standard,completed,18.99
D013,U-0028,272,upper,express,completed,10.085
D013,U-0026,309,upper,flexible,completed,14.799
D013,U-0039,317,legs,express,completed,10.459
D013,U-0034,364,upper,flexible,completed,17.76
D013,U-0035,368,upper,flexible,completed,14.375
D013,U-0041,393,upper,standard,completed,15.648
D013,U-0045,447,upper,standard,completed,14.201
D013,U-0055,482,push,standard,completed,20.754
D013,U-0047,513,upper,standard,completed,17.199
D013,U-0058,531,pull,flexible,completed,13.416
D013,U-0057,538,legs,flexible,completed,17.473
D013,U-0056,554,pull,standard,completed,21.442
D013,U-0053,572,full_body,standard,completed,14.148
D013,U-0062,577,push,standard,completed,23.415
D013,U-0059,619,pull,intense,completed,18.714
D013,U-0070,658,push,flexible,completed,12.581
D013,U-0071,665,upper,flexible,completed,18.433
D013,U-0078,672,legs,flexible,completed,11.913
D013,U-0067,703,upper,intense,completed,41.483
D013,U-0077,708,pull,standard,completed,18.377
D013,U-0074,779,push,intense,completed,36.149
D013,U-0083,784,upper,flexible,completed,7.798
D013,U-0084,845,full_body,standard,completed,22.251
D013,U-0100,854,upper,express,completed,6.728
D013,U-0087,894,upper,standard,completed,14.391
D013,U-0096,938,full_body,flexible,completed,12.973
D013,U-0110,964,pull,flexible,completed,22.871
D013,U-0115,973,legs,express,completed,9.758
D013,U-0117,1018,push,flexible,completed,14.812
D013,U-0108,1030,pull,intense,completed,40.129
D013,U-0104,1040,legs,intense,completed,43.102
D013,U-0119,1112,upper,flexible,completed,18.46
D013,U-0130,1198,full_body,flexible,completed,23.211
D013,U-0140,1222,push,standard,completed,26.015
D013,U-0133,1276,push,intense,completed,15.468
D013,U-0148,1284,pull,flexible,completed,11.348
D013,U-0134,1288,legs,intense,completed,20.222
D013,U-0153,1313,push,standard,completed,20.246
D013,U-0152,1341,pull,standard,completed,19.108
D013,U-0154,1378,full_body,flexible,completed,23.776
D013,U-0160,1411,push,intense,completed,29.191
D013,U-0158,1418,upper,standard,completed,22.621
D013,U-0173,1466,legs,express,completed,9.042
D013,U-0163,1490,legs,intense,completed,41.0
D013,U-0170,1517,legs,intense,completed,36.629
D013,U-0168,1558,upper,intense,completed,32.785
D013,U-0175,1599,upper,flexible,completed,14.276
D013,U-0180,1610,full_body,intense,completed,10.535
D013,U-0189,1638,pull,standard,completed,24.071
D013,U-0196,1680,full_body,flexible,completed,10.383
D013,U-0199,1707,legs,standard,completed,15.868
D013,U-0194,1743,upper,standard,completed,22.338
D013,U-0201,1744,pull,standard,completed,13.123
D013,U-0232,1867,legs,express,completed,6.993
D013,U-0209,1905,push,standard,completed,18.913
D013,U-0217,1910,legs,intense,completed,19.202
D013,U-0208,1925,full_body,standard,completed,15.046
D013,U-0238,1946,full_body,express,completed,9.835
D013,U-0216,2008,upper,standard,completed,23.575
D013,U-0249,2015,push,express,completed,7.765
D013,U-0244,2044,pull,flexible,completed,17.699
D013,U-0248,2048,pull,standard,completed,19.673
D013,U-0245,2098,full_body,standard,completed,22.974
D013,U-0258,2190,push,intense,completed,29.144
D013,U-0271,2287,legs,standard,completed,11.917
D013,U-0272,2340,full_body,flexible,completed,14.294
D013,U-0283,2368,push,flexible,completed,19.267
D013,U-0281,2392,legs,standard,completed,26.963
D013,U-0278,2417,pull,intense,completed,26.08
D013,U-0288,2443,upper,flexible,completed,12.586
D013,U-0296,2465,push,standard,completed,15.064
D013,U-0306,2532,pull,standard,completed,15.789
D013,U-0311,2536,legs,standard,completed,17.257
D013,U-0309,2548,push,standard,completed,11.983
D013,U-0317,2557,push,flexible,completed,14.771
D013,U-0336,2644,legs,express,completed,7.07
D013,U-0322,2685,upper,standard,completed,28.0
D013,U-0344,2777,legs,standard,completed,21.019
D013,U-0357,2779,pull,flexible,completed,10.953
D013,U-0333,2823,upper,standard,completed,17.116
D013,U-0378,2897,upper,express,completed,7.245
D013,U-0385,2919,pull,express,completed,7.788
D013,U-0388,2925,legs,express,completed,7.676
D013,U-0386,2934,pull,standard,completed,9.873
D013,U-0391,2977,legs,flexible,completed,17.014
D013,U-0396,2991,pull,intense,completed,13.516
D013,U-0393,2997,upper,intense,completed,17.908
D014,U-0012,155,push,standard,completed,13.705
D014,U-0016,163,legs,standard,completed,20.982
D014,U-0011,171,upper,intense,completed,30.509
D014,U-0029,248,upper,express,completed,10.095
D014,U-0026,249,legs,standard,completed,28.0
D014,U-0025,261,full_body,flexible,completed,16.628
D014,U-0028,283,upper,flexible,completed,14.085
D014,U-0033,346,pull,intense,completed,55.378
D014,U-0034,355,pull,standard,completed,14.152
D014,U-0042,362,pull,standard,completed,26.614
D014,U-0039,363,pull,intense,completed,20.596
D014,U-0041,376,pull,flexible,completed,10.926
D014,U-0046,380,pull,standard,completed,10.188
D014,U-0050,443,push,flexible,completed,5.317
D014,U-0049,445,pull,standard,completed,18.486
D014,U-0054,520,full_body,flexible,completed,12.082
D014,U-0065,583,full_body,flexible,completed,11.463
D014,U-0071,608,pull,flexible,completed,20.289
D014,U-0058,609,pull,intense,completed,25.313
D014,U-0086,702,legs,standard,completed,28.0
D014,U-0089,719,pull,flexible,completed,18.734
D014,U-0081,798,pull,intense,completed,17.017
D014,U-0091,813,upper,standard,completed,22.536
D014,U-0090,824,pull,standard,completed,11.489
D014,U-0093,857,legs,flexible,completed,24.033
D014,U-0108,861,legs,express,completed,8.934
D014,U-0105,967,full_body,standard,completed,15.657
D014,U-0122,976,pull,express,completed,6.874
D014,U-0117,989,legs,standard,completed,21.699
D014,U-0120,1010,full_body,flexible,completed,14.239
D014,U-0141,1194,push,intense,completed,15.793
D014,U-0156,1246,push,express,completed,10.294
D014,U-0158,1355,push,intense,completed,21.763
D014,U-0166,1409,pull,standard,completed,10.483
D014,U-0171,1412,push,flexible,completed,17.985
D014,U-0176,1470,upper,standard,completed,25.765
D014,U-0182,1488,upper,express,completed,10.471
D014,U-0181,1546,upper,flexible,completed,13.581
D014,U-0203,1627,legs,express,completed,9.105
D014,U-0205,1632,push,express,completed,9.243
D014,U-0195,1641,legs,standard,completed,18.997
D014,U-0197,1717,pull,standard,completed,19.133
D014,U-0193,1754,upper,intense,completed,14.754
D014,U-0225,1777,upper,express,completed,11.064
D014,U-0213,1789,legs,flexible,completed,11.164
D014,U-0202,1824,pull,intense,completed,41.993
D014,U-0229,1833,legs,flexible,completed,16.627
D014,U-0211,1867,legs,intense,completed,43.983
D014,U-0214,1944,upper,intense,completed,31.961
D014,U-0226,1991,full_body,intense,completed,30.835
D014,U-0259,2005,upper,express,completed,9.677
D014,U-0248,2022,push,intense,completed,19.806
D014,U-0263,2052,push,standard,completed,14.144
D014,U-0240,2090,full_body,intense,completed,26.747
D014,U-0270,2152,push,standard,completed,28.0
D014,U-0266,2230,upper,standard,completed,24.758
D014,U-0280,2238,legs,intense,completed,25.908
D014,U-0273,2242,pull,standard,completed,28.0
D014,U-0278,2274,full_body,standard,completed,28.0
D014,U-0292,2354,push,intense,completed,48.024
D014,U-0322,2525,legs,standard,completed,10.371
D014,U-0317,2528,push,standard,completed,21.884
D014,U-0332,2543,push,flexible,completed,15.167
D014,U-0304,2547,pull,intense,completed,25.543
D014,U-0311,2587,pull,intense,completed,22.133
D014,U-0331,2609,legs,standard,completed,17.953
D014,U-0353,2655,legs,flexible,completed,14.696
D014,U-0355,2713,full_body,flexible,completed,11.811
D014,U-0362,2721,push,flexible,completed,11.013
D014,U-0363,2734,pull,standard,completed,8.827
D014,U-0383,2770,pull,flexible,completed,10.149
D014,U-0385,2788,push,express,completed,8.842
D014,U-0382,2799,full_body,flexible,completed,8.817
D014,U-0374,2812,push,intense,completed,30.946
D014,U-0366,2815,upper,standard,completed,22.476
D014,U-0391,2844,legs,flexible,completed,11.047
D014,U-0390,2846,full_body,flexible,completed,14.94
D014,U-0389,2847,full_body,standard,completed,9.453
D015,U-0001,52,push,standard,completed,21.022
D015,U-0005,79,legs,standard,completed,28.0
D015,U-0006,128,push,intense,completed,24.016
D015,U-0011,141,full_body,flexible,completed,22.081
D015,U-0008,151,push,intense,completed,30.796
D015,U-0017,176,legs,express,completed,9.195
D015,U-0025,247,pull,flexible,completed,18.641
D015,U-0024,264,pull,flexible,completed,15.901
D015,U-0026,267,push,intense,completed,19.91
D015,U-0022,274,upper,standard,completed,20.812
D015,U-0036,369,upper,standard,completed,14.358
D015,U-0045,416,legs,flexible,completed,19.713
D015,U-0055,466,push,standard,completed,22.344
D015,U-0050,487,upper,flexible,completed,10.072
D015,U-0054,510,upper,flexible,completed,19.289
D015,U-0052,533,push,intense,completed,24.685
D015,U-0062,565,pull,standard,completed,12.416
D015,U-0063,580,pull,flexible,completed,14.338
D015,U-0057,607,push,intense,completed,10.409
D015,U-0070,624,pull,standard,completed,28.0
D015,U-0066,634,legs,intense,completed,25.696
D015,U-0075,643,pull,flexible,completed,17.228
D015,U-0069,650,legs,flexible,completed,10.369
D015,U-0076,721,legs,intense,completed,20.006
D015,U-0074,728,full_body,flexible,completed,17.505
D015,U-0072,733,pull,intense,completed,38.84
D015,U-0092,813,upper,standard,completed,18.089
D015,U-0094,854,push,standard,completed,13.151
D015,U-0090,857,full_body,flexible,completed,15.914
D015,U-0098,890,upper,flexible,completed,20.838
D015,U-0100,935,pull,intense,completed,33.061
D015,U-0115,968,pull,express,completed,7.69
D015,U-0114,978,push,flexible,completed,14.689
D015,U-0108,985,pull,standard,completed,28.0
D015,U-0107,1013,upper,standard,completed,14.839
D015,U-0124,1033,legs,flexible,completed,19.252
D015,U-0123,1086,upper,flexible,completed,28.905
D015,U-0120,1104,legs,intense,completed,8.264
D015,U-0127,1111,legs,standard,completed,21.723
D015,U-0133,1204,upper,standard,completed,13.021
D015,U-0142,1236,pull,standard,completed,21.753
D015,U-0163,1326,pull,flexible,completed,21.097
D015,U-0146,1342,pull,intense,completed,28.857
D015,U-0156,1344,pull,standard,completed,23.17
D015,U-0155,1347,push,flexible,completed,12.401
D015,U-0151,1384,full_body,standard,completed,18.787
D015,U-0161,1397,push,standard,completed,12.692
D015,U-0165,1419,pull,intense,completed,15.522
D015,U-0169,1436,pull,flexible,completed,15.465
D015,U-0162,1472,push,intense,completed,12.463
D015,U-0175,1476,push,standard,completed,24.334
D015,U-0172,1506,full_body,flexible,completed,11.82
D015,U-0176,1537,upper,flexible,completed,26.038
D015,U-0183,1543,pull,standard,completed,14.019
D015,U-0179,1551,full_body,flexible,completed,17.014
D015,U-0185,1556,legs,standard,completed,22.106
D015,U-0181,1587,push,intense,completed,23.528
D015,U-0207,1765,push,flexible,completed,19.287
D015,U-0219,1924,upper,flexible,completed,6.436
D015,U-0226,1937,legs,standard,completed,16.445
D015,U-0238,1972,push,standard,completed,18.882
D015,U-0229,2013,pull,intense,completed,18.786
D015,U-0259,2124,pull,intense,completed,30.634
D015,U-0273,2159,legs,flexible,completed,7.278
D015,U-0270,2216,pull,intense,completed,41.192
D015,U-0272,2224,full_body,standard,completed,23.299
D015,U-0275,2343,upper,standard,completed,12.478
D015,U-0313,2373,full_body,express,completed,7.554
D015,U-0293,2388,upper,standard,completed,13.738
D015,U-0316,2464,pull,flexible,completed,18.06
D015,U-0329,2469,upper,express,completed,7.155
D015,U-0303,2483,full_body,standard,completed,17.426
D015,U-0326,2524,push,flexible,completed,20.753
D015,U-0341,2564,push,standard,completed,28.0
D015,U-0345,2621,push,standard,completed,17.832
D015,U-0343,2622,legs,flexible,completed,11.848
D015,U-0350,2677,legs,intense,completed,37.416
D015,U-0358,2705,upper,standard,completed,15.921
D015,U-0368,2740,push,express,completed,9.223
D015,U-0364,2795,upper,standard,completed,15.713
D015,U-0355,2829,push,intense,completed_failed,45.241
D015,U-0376,2853,upper,express,completed,9.619
D015,U-0370,2873,push,standard,completed,10.562
D015,U-0373,2914,legs,intense,completed,27.852
D015,U-0382,2936,pull,standard,completed,9.007
D015,U-0386,2946,legs,flexible,completed,18.881
D015,U-0400,2961,upper,flexible,completed,15.57
D015,U-0379,2964,push,intense,completed,17.483
D015,U-0411,2966,pull,standard,completed,23.14
D015,U-0409,2976,upper,flexible,completed,14.75
D015,U-0404,2979,push,standard,completed,22.66
D016,U-0002,76,upper,standard,completed,22.146
D016,U-0008,99,push,standard,completed,20.647
D016,U-0011,113,push,standard,completed,13.787
D016,U-0013,152,full_body,flexible,completed,19.82
D016,U-0022,249,push,standard,completed,17.713
D016,U-0024,251,legs,standard,completed,15.093
D016,U-0030,260,pull,flexible,completed,13.038
D016,U-0033,302,legs,standard,completed,11.082
